"","x"
"1",0.957930471016841
"2",0.0411736987374235
"3",0.000883092756715806
"4",1.26017337852947e-05
"5",1.34599234001503e-07
"6",1.14781038726989e-09
"7",8.14029210501052e-12
"8",4.9383832210349e-14
"9",2.61611969783835e-16
"10",1.22940816824429e-18
"11",5.18911716254831e-21
"12",1.98706814670456e-23
"13",6.96075366538685e-26
"14",2.24620104310295e-28
"15",6.71684675949879e-31
"16",1.87079560348013e-33
"17",4.87488064115224e-36
"18",1.19309854781292e-38
"19",2.75211661908662e-41
"20",6.00172594266254e-44
"21",1.24081527489385e-46
"22",2.43806322605519e-49
"23",4.56324394997179e-52
"24",8.1524780357215e-55
"25",1.39287667208617e-57
"26",2.27979343687076e-60
"27",3.58040084422628e-63
"28",5.40333779222551e-66
"29",7.84659284743612e-69
"30",1.09784495107332e-71
"31",1.48168727627636e-74
"32",1.9311170830059e-77
"33",2.4330294190435e-80
"34",2.96616402709993e-83
"35",3.50226510663972e-86
"36",4.00850823115902e-89
"37",4.4509131699227e-92
"38",4.79823228548202e-95
"39",5.02567676953197e-98
"40",5.11785305096658e-101
"41",5.07042818566577e-104
"42",4.89028872825356e-107
"43",4.59424113932769e-110
"44",4.20655623351403e-113
"45",3.75583160947319e-116
"46",3.27170646153251e-119
"47",2.78191455559083e-122
"48",2.31003027579343e-125
"49",1.87409035972119e-128
"50",1.48610252333226e-131
"51",1.15231495760517e-134
"52",8.74036213861904e-138
"53",6.48766347990129e-141
"54",4.71418204184489e-144
"55",3.35456338678853e-147
"56",2.33842831972885e-150
"57",1.59739358516545e-153
"58",1.06963582608401e-156
"59",7.02307915806667e-160
"60",4.52286589885917e-163
"61",2.8577020114521e-166
"62",1.77196717348945e-169
"63",1.07856020664528e-172
"64",6.44605258730434e-176
"65",3.78365210303872e-179
"66",2.18172606460136e-182
"67",1.23612227251244e-185
"68",6.8832294775729e-189
"69",3.76779375861627e-192
"70",2.02785859847985e-195
"71",1.07332881529954e-198
"72",5.58803073168621e-202
"73",2.86219666776273e-205
"74",1.44256792243134e-208
"75",7.15563725055322e-212
"76",3.49391666394715e-215
"77",1.67959189400649e-218
"78",7.9505064006889e-222
"79",3.70643549587331e-225
"80",1.70199271239226e-228
"81",7.6995562332083e-232
"82",3.43198875994843e-235
"83",1.50751595603704e-238
"84",6.5264347005315e-242
"85",2.78515042437886e-245
"86",1.17176076258407e-248
"87",4.86076345263766e-252
"88",1.988389519811e-255
"89",8.0220383731944e-259
"90",3.19233040715008e-262
"91",1.25320764968995e-265
"92",4.8537945727179e-269
"93",1.85495236959245e-272
"94",6.99561446696001e-276
"95",2.6038041387037e-279
"96",9.5659175079274e-283
"97",3.46917582794714e-286
"98",1.24208647468764e-289
"99",4.39083071231829e-293
"100",1.53268688743972e-296
"101",5.28340258895767e-300
"102",1.79873925381522e-303
"103",6.04862731576959e-307
"104",2.00917869314779e-310
"105",6.59312973444945e-314
"106",2.13753598554613e-317
"107",6.84774985135968e-321
"108",0
"109",0
"110",0
"111",0
"112",0
"113",0
"114",0
"115",0
"116",0
"117",0
"118",0
"119",0
"120",0
"121",0
"122",0
"123",0
"124",0
"125",0
"126",0
"127",0
"128",0
"129",0
"130",0
"131",0
"132",0
"133",0
"134",0
"135",0
"136",0
"137",0
"138",0
"139",0
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",0
"149",0
"150",0
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",0
"165",0
"166",0
"167",0
"168",0
"169",0
"170",0
"171",0
"172",0
"173",0
"174",0
"175",0
"176",0
"177",0
"178",0
"179",0
"180",0
"181",0
"182",0
"183",0
"184",0
"185",0
"186",0
"187",0
"188",0
"189",0
"190",0
"191",0
"192",0
"193",0
"194",0
"195",0
"196",0
"197",0
"198",0
"199",0
"200",0
"201",0
"202",0
"203",0
"204",0
"205",0
"206",0
"207",0
"208",0
"209",0
"210",0
"211",0
"212",0
"213",0
"214",0
"215",0
"216",0
"217",0
"218",0
"219",0
"220",0
"221",0
"222",0
"223",0
"224",0
"225",0
"226",0
"227",0
"228",0
"229",0
"230",0
"231",0
"232",0
"233",0
"234",0
"235",0
"236",0
"237",0
"238",0
"239",0
"240",0
"241",0
"242",0
"243",0
"244",0
"245",0
"246",0
"247",0
"248",0
"249",0
"250",0
"251",0
"252",0
"253",0
"254",0
"255",0
"256",0
"257",0
"258",0
"259",0
"260",0
"261",0
"262",0
"263",0
"264",0
"265",0
"266",0
"267",0
"268",0
"269",0
"270",0
"271",0
"272",0
"273",0
"274",0
"275",0
"276",0
"277",0
"278",0
"279",0
"280",0
"281",0
"282",0
"283",0
"284",0
"285",0
"286",0
"287",0
"288",0
"289",0
"290",0
"291",0
"292",0
"293",0
"294",0
"295",0
"296",0
"297",0
"298",0
"299",0
"300",0
"301",0
"302",0
"303",0
"304",0
"305",0
"306",0
"307",0
"308",0
"309",0
"310",0
"311",0
"312",0
"313",0
"314",0
"315",0
"316",0
"317",0
"318",0
"319",0
"320",0
"321",0
"322",0
"323",0
"324",0
"325",0
"326",0
"327",0
"328",0
"329",0
"330",0
"331",0
"332",0
"333",0
"334",0
"335",0
"336",0
"337",0
"338",0
"339",0
"340",0
"341",0
"342",0
"343",0
"344",0
"345",0
"346",0
"347",0
"348",0
"349",0
"350",0
"351",0
"352",0
"353",0
"354",0
"355",0
"356",0
"357",0
"358",0
"359",0
"360",0
"361",0
"362",0
"363",0
"364",0
"365",0
"366",0
"367",0
"368",0
"369",0
"370",0
"371",0
"372",0
"373",0
"374",0
"375",0
"376",0
"377",0
"378",0
"379",0
"380",0
"381",0
"382",0
"383",0
"384",0
"385",0
"386",0
"387",0
"388",0
"389",0
"390",0
"391",0
"392",0
"393",0
"394",0
"395",0
"396",0
"397",0
"398",0
"399",0
"400",0
"401",0
"402",0
"403",0
"404",0
"405",0
"406",0
"407",0
"408",0
"409",0
"410",0
"411",0
"412",0
"413",0
"414",0
"415",0
"416",0
"417",0
"418",0
"419",0
"420",0
"421",0
"422",0
"423",0
"424",0
"425",0
"426",0
"427",0
"428",0
"429",0
"430",0
"431",0
"432",0
"433",0
"434",0
"435",0
"436",0
"437",0
"438",0
"439",0
"440",0
"441",0
"442",0
"443",0
"444",0
"445",0
"446",0
"447",0
"448",0
"449",0
"450",0
"451",0
"452",0
"453",0
"454",0
"455",0
"456",0
"457",0
"458",0
"459",0
"460",0
"461",0
"462",0
"463",0
"464",0
"465",0
"466",0
"467",0
"468",0
"469",0
"470",0
"471",0
"472",0
"473",0
"474",0
"475",0
"476",0
"477",0
"478",0
"479",0
"480",0
"481",0
"482",0
"483",0
"484",0
"485",0
"486",0
"487",0
"488",0
"489",0
"490",0
"491",0
"492",0
"493",0
"494",0
"495",0
"496",0
"497",0
"498",0
"499",0
"500",0
"501",0
